index,biome,search_term,search_url,article_link,title,abstract,confirmed_biome,title_lower,article_link_lower
13,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/27431374/,Metagenomic Analysis Revealed Methylamine and Ureide Utilization of Soybean-Associated Methylobacterium,"Methylobacterium inhabits the phyllosphere of a large number of plants. We herein report the results of comparative metagenome analyses on methylobacterial communities of soybean plants grown in an experimental field in Tohoku University (Kashimadai, Miyagi, Japan). Methylobacterium was identified as the most dominant genus (33%) among bacteria inhabiting soybean stems. We classified plant-derived Methylobacterium species into Groups I, II, and III based on 16S rRNA gene sequences, and found that Group I members (phylogenetically close to M. extorquens) were dominant in soybean-associated Methylobacterium. By comparing 29 genomes, we found that all Group I members possessed a complete set of genes for the N-methylglutamate pathway for methylamine utilization, and genes for urea degradation (urea carboxylase, urea amidolyase, and conventional urease). Only Group I members and soybean methylobacterial isolates grew in a culture supplemented with methylamine as the sole carbon source. They utilized urea or allantoin (a urea-related compound in legumes) as the sole nitrogen source; however, group III also utilized these compounds. The utilization of allantoin may be crucial in soybean-bacterial interactions because allantoin is a transported form of fixed nitrogen in legume plants. Soybean-derived Group I strain AMS5 colonized the model legume Lotus japonicus well. A comparison among the 29 genomes of plant-derived and other strains suggested that several candidate genes are involved in plant colonization such as csgG (curli fimbriae). Genes for the N-methylglutamate pathway and curli fimbriae were more abundant in soybean microbiomes than in rice microbiomes in the field. Based on these results, we discuss the lifestyle of Methylobacterium in the legume phyllosphere.",,,https://pubmed.ncbi.nlm.nih.gov/27431374/
14,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/28852143/,Microbial communities in marine sediments modify success of an invasive macrophyte,"Invasive plants have extensive impacts on ecosystem function and biodiversity globally. Our inability to manage invasive species stems in part from a lack of understanding of the processes that control their successful establishment and spread. To date, studies have largely considered how above-ground processes control native/invasive plant interactions. Emerging research from terrestrial and wetland ecosystems demonstrates that below-ground processes under microbial control can determine the outcome of interactions between native and invasive plants. Whether sediment microbes modify the success of invasive macrophytes in marine ecosystems is untested, despite marine sediment microbes controlling many ecological processes (e.g. nutrient cycling) comparable to those in terrestrial ecosystems. We first show that sediment bacterial communities differ between the native seagrass Zostera capricorni and the invasive alga Caulerpa taxifolia and that those differences relate to functional changes in sulfur cycling between the macrophytes. Second, by experimentally manipulating the microbial communities we show that intact microbial communities in Z. capricorni sediments provide biotic resistance by reducing C. taxifolia fragment growth 119% compared to when they are inactive, and intact microbial communities in C. taxifolia sediments have positive feedbacks by increasing fragment growth 200%. Thus, similar to terrestrial ecosystems, microorganisms appear to indirectly control the success of invasive macrophytes in marine ecosystems.",,,https://pubmed.ncbi.nlm.nih.gov/28852143/
15,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/29028005/,Microbiome and infectivity studies reveal complex polyspecies tree disease in Acute Oak Decline,"Decline-diseases are complex and becoming increasingly problematic to tree health globally. Acute Oak Decline (AOD) is characterized by necrotic stem lesions and galleries of the bark-boring beetle, Agrilus biguttatus, and represents a serious threat to oak. Although multiple novel bacterial species and Agrilus galleries are associated with AOD lesions, the causative agent(s) are unknown. The AOD pathosystem therefore provides an ideal model for a systems-based research approach to address our hypothesis that AOD lesions are caused by a polymicrobial complex. Here we show that three bacterial species, Brenneria goodwinii, Gibbsiella quercinecans and Rahnella victoriana, are consistently abundant in the lesion microbiome and possess virulence genes used by canonical phytopathogens that are expressed in AOD lesions. Individual and polyspecies inoculations on oak logs and trees demonstrated that B. goodwinii and G. quercinecans cause tissue necrosis and, in combination with A. biguttatus, produce the diagnostic symptoms of AOD. We have proved a polybacterial cause of AOD lesions, providing new insights into polymicrobial interactions and tree disease. This work presents a novel conceptual and methodological template for adapting Koch's postulates to address the role of microbial communities in disease.",plant,,https://pubmed.ncbi.nlm.nih.gov/29028005/
16,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/35935216/,"Temporal Dynamics of Endogenous Bacterial Composition in Rice Seeds During Maturation and Storage, and Spatial Dynamics of the Bacteria During Seedling Growth","Seed endophytes are of interest because they are believed to affect seed quality, and ultimately, plant growth and fitness. A comprehensive understanding of the assembly of the seed microbiome during seed development and maturation, the fate of microbes during storage, and the migration of microbes during seedling growth are still lacking. In this study, to understand the assembly and fate of endogenous bacteria in rice seeds from the ripening stage to the storage and seedling stages, we employed culture-dependent and metagenomic analyses. Bacterial communities in rice seeds were composed of a few dominant taxa that were introduced at the milky and dough stages, and they persisted during seed maturation. The culturable bacterial population gradually increased during the ripening stage, whereas there was a gradual decrease during storage. Bacteria that persisted during storage proliferated after imbibition and were distributed and established in the shoots and roots of rice seedlings. The storage temperature influenced the abundance of bacteria, which consequently changed the bacterial composition in the shoots and roots of seedlings. Pantoea, Pseudomonas, and Allorhizobium were consistently abundant from seed development to the germination stage. Some endogenous bacterial strains significantly promoted the growth of Arabidopsis and rice plants. Overall, our results indicate that rice seeds are colonized by a few bacterial taxa during seed development, and their relative abundance fluctuates during storage and contributes significantly to the establishment of endophytes in the stems and roots of rice plants. The selected bacterial isolates can be used to improve the growth and health of rice plants. To the best of our knowledge, this is the first study to reveal the dynamics of bacterial populations during storage of rice seeds at different temperatures. The temporal dynamics of the bacterial community during seed storage provide clues for the manipulation of endogenous bacteria in rice plants.",plant,,https://pubmed.ncbi.nlm.nih.gov/35935216/
17,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/33730081/,A comparative analysis of biogas production from tomato bio-waste in mesophilic batch and continuous anaerobic digestion systems,"Annually, agricultural activity produces an enormous amount of plant biomass by-product. Many studies have reported the biomethane potential of agro-industrial wastes, but only a few studies have investigated applying the substrates in both batch and continuous mode. Tomato is one of the most popular vegetables globally; its processing releases a substantial amount of by-product, such as stems and leaves. This study examined the BMP of tomato plant (Solanum lycopersicum Mill. L. cv. Alfred) waste. A comparative test revealed that the BMPs of corn stover, tomato waste,and their combination were approximately the same, around 280 mL methane/g Volatile Solid. In contrast, the relative biogas production decreased in the presence of tomato waste in a continuous mesophilic anaerobic digestion system; the daily biogas productions were 860 ± 80, 290 ± 50, and 570 ± 70 mL biogas/gVolatile Solid/day in the case of corn stover, tomato waste, and their mixture, respectively. The methane content of biogas was around 46-48%. The fermentation parameters of the continuous AD experiments were optimal in all cases; thus, TW might have an inhibitory effect on the microbial community. Tomato plant materials contain e.g. flavonoids, glycoalkaloids (such as tomatine and tomatidine), etc. known as antimicrobial and antifungal agents. The negative effect of tomatine on the biogas yield was confirmed in batch fermentation experiments. Metagenomic analysis revealed that the tomato plant waste caused significant rearrangements in the microbial communities in the continuously operated reactors. The results demonstrated that tomato waste could be a good mono-substrate in batch fermentations or a co-substrate with corn stover in a proper ratio in continuous anaerobic fermentations for biogas production. These results also point to the importance of running long-term continuous fermentations to test the suitability of a novel biomass substrate for industrial biogas production.",,,https://pubmed.ncbi.nlm.nih.gov/33730081/
18,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/34294783/,"Gut microbial communities associated with phenotypically divergent populations of the striped stem borer Chilo suppressalis (Walker, 1863)","Chilo suppressalis (Walker, 1863) is a serious stem borer of rice and water-oat plants, and has phenotypically diverged into rice and water-oat populations. Insect gut microbiota plays an important role in the host life and understanding the dynamics of this complicated ecosystem may improve its biological control. The effect of diet and gut compartments on the gut microflora of divergent populations of C. suppressalis is not fully clear. Herein, we characterized the gut microbiota of C. suppressalis populations fed on two hosts (i.e., water-oats fruit pulps and rice seedlings), by sequencing the V3-V4 hypervariable region of the 16S rRNA gene using the Illumina MiSeq platform. Gut bacterial communities showed variation in relative abundance among C. suppressalis populations fed on water-oats fruit pulps or rice seedlings. Proteobacteria and Firmicutes became the predominant phyla, and Enterobacteriaceae, Enterococcaceae and Halomonadaceae were the predominant family in all C. suppressalis populations. The highest bacteria diversity was found in the midgut of the rice population fed on water-oat fruit pulps. Bacterial communities in the midgut were more diverse than those in the hindgut. The bacterial genera distribution showed great differences due to diet types and gut compartments among populations. Our results demonstrated that the host plants tested had a considerable impact on gut bacterial composition of C. suppressalis populations. Additionly, the unique gut morphology and physiological conditions (viz., oxygen content, enzymes) also contributed to variation in microbiomes. In conclusion, our study provided an important insight into investigation of insect-bacteria symbioses, and biocontrol of this species and other related lepidopterans.",,,https://pubmed.ncbi.nlm.nih.gov/34294783/
19,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/23705801/,Baseline survey of the anatomical microbial ecology of an important food plant: Solanum lycopersicum (tomato),"Background:
        
      
      Research to understand and control microbiological risks associated with the consumption of fresh fruits and vegetables has examined many environments in the farm to fork continuum. An important data gap however, that remains poorly studied is the baseline description of microflora that may be associated with plant anatomy either endemically or in response to environmental pressures. Specific anatomical niches of plants may contribute to persistence of human pathogens in agricultural environments in ways we have yet to describe. Tomatoes have been implicated in outbreaks of Salmonella at least 17 times during the years spanning 1990 to 2010. Our research seeks to provide a baseline description of the tomato microbiome and possibly identify whether or not there is something distinctive about tomatoes or their growing ecology that contributes to persistence of Salmonella in this important food crop.
    


          Results:
        
      
      DNA was recovered from washes of epiphytic surfaces of tomato anatomical organs; leaves, stems, roots, flowers and fruits of Solanum lycopersicum (BHN602), grown at a site in close proximity to commercial farms previously implicated in tomato-Salmonella outbreaks. DNA was amplified for targeted 16S and 18S rRNA genes and sheared for shotgun metagenomic sequencing. Amplicons and metagenomes were used to describe ""native"" bacterial microflora for diverse anatomical parts of Virginia-grown tomatoes.
    


          Conclusions:
        
      
      Distinct groupings of microbial communities were associated with different tomato plant organs and a gradient of compositional similarity could be correlated to the distance of a given plant part from the soil. Unique bacterial phylotypes (at 95% identity) were associated with fruits and flowers of tomato plants. These include Microvirga, Pseudomonas, Sphingomonas, Brachybacterium, Rhizobiales, Paracocccus, Chryseomonas and Microbacterium. The most frequently observed bacterial taxa across aerial plant regions were Pseudomonas and Xanthomonas. Dominant fungal taxa that could be identified to genus with 18S amplicons included Hypocrea, Aureobasidium and Cryptococcus. No definitive presence of Salmonella could be confirmed in any of the plant samples, although 16S sequences suggested that closely related genera were present on leaves, fruits and roots.",plant,,https://pubmed.ncbi.nlm.nih.gov/23705801/
20,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35406820/,The Grapevine Microbiome to the Rescue: Implications for the Biocontrol of Trunk Diseases,"Grapevine trunk diseases (GTDs) are one of the most devastating pathologies that threaten the survival and profitability of vineyards around the world. Progressive banning of chemical pesticides and their withdrawal from the market has increased interest in the development of effective biocontrol agents (BCAs) for GTD treatment. In recent years, considerable progress has been made regarding the characterization of the grapevine microbiome, including the aerial part microbiome (flowers, berries and leaves), the wood microbiome, the root environment and vineyard soil microbiomes. In this work, we review these advances especially in relation to the etiology and the understanding of the composition of microbial populations in plants affected by GTDs. We also discuss how the grapevine microbiome is becoming a source for the isolation and characterization of new, more promising BCAs that, in the near future, could become effective tools for controlling these pathologies.",plant,,https://pubmed.ncbi.nlm.nih.gov/35406820/
23,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/23443006/,Unexpected diversity during community succession in the apple flower microbiome,"Despite its importance to the host, the flower microbiome is poorly understood. We report a culture-independent, community-level assessment of apple flower microbial diversity and dynamics. We collected flowers from six apple trees at five time points, starting before flowers opened and ending at petal fall. We applied streptomycin to half of the trees when flowers opened. Assessment of microbial diversity using tag pyrosequencing of 16S rRNA genes revealed that the apple flower communities were rich and diverse and dominated by members of TM7 and Deinococcus-Thermus, phyla about which relatively little is known. From thousands of taxa, we identified six successional groups with coherent dynamics whose abundances peaked at different times before and after bud opening. We designated the groups Pioneer, Early, Mid, Late, Climax, and Generalist communities. The successional pattern was attributed to a set of prevalent taxa that were persistent and gradually changing in abundance. These taxa had significant associations with other community members, as demonstrated with a cooccurrence network based on local similarity analysis. We also detected a set of less-abundant, transient taxa that contributed to general tree-to-tree variability but not to the successional pattern. Communities on trees sprayed with streptomycin had slightly lower phylogenetic diversity than those on unsprayed trees but did not differ in structure or succession. Our results suggest that changes in apple flower microbial community structure are predictable over the life of the flower, providing a basis for ecological understanding and disease management.
    


          Importance:
        
      
      Flowering plants (angiosperms) represent a diverse group of an estimated 400,000 species, and their successful cultivation is essential to agriculture. Yet fundamental knowledge of flower-associated microbiotas remains largely unknown. Even less well understood are the changes that flower microbial communities experience through time. Flowers are particularly conducive to comprehensive temporal studies because they are, by nature, ephemeral organs. Here, we present the first culture-independent time series of bacterial and archaeal communities associated with the flowers of apple, an economically important crop. We found unexpected diversity on apple flowers, including a preponderance of taxa affiliated with Deinococcus-Thermus and TM7, phyla that are understudied but thought to be tolerant to an array of environmental stresses. Our results also suggest that changes in microbial community structure on the apple flower may be predictable over the life of the flower, providing the basis for ecological understanding and disease management.",plant,,https://pubmed.ncbi.nlm.nih.gov/23443006/
24,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/34202675/,Using RNA-Sequencing Data to Examine Tissue-Specific Garlic Microbiomes,"Garlic (Allium sativum) is a perennial bulbous plant. Due to its clonal propagation, various diseases threaten the yield and quality of garlic. In this study, we conducted in silico analysis to identify microorganisms, bacteria, fungi, and viruses in six different tissues using garlic RNA-sequencing data. The number of identified microbial species was the highest in inflorescences, followed by flowers and bulb cloves. With the Kraken2 tool, 57% of identified microbial reads were assigned to bacteria and 41% were assigned to viruses. Fungi only made up 1% of microbial reads. At the species level, Streptomyces lividans was the most dominant bacteria while Fusarium pseudograminearum was the most abundant fungi. Several allexiviruses were identified. Of them, the most abundant virus was garlic virus C followed by shallot virus X. We obtained a total of 14 viral genome sequences for four allexiviruses. As we expected, the microbial community varied depending on the tissue types, although there was a dominant microorganism in each tissue. In addition, we found that Kraken2 was a very powerful and efficient tool for the bacteria using RNA-sequencing data with some limitations for virome study.",plant,,https://pubmed.ncbi.nlm.nih.gov/34202675/
25,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/32984478/,Microbial and functional diversity of Cyclopia intermedia rhizosphere microbiome revealed by analysis of shotgun metagenomics sequence data,"Cyclopia spp., commonly referred to as honeybush due to the honey scented flowers, are indigenous legumes mainly growing in the Cape Floristic Region of the Western Cape, South Africa. Dozens of species, including Cyclopia intermedia, C. subternata, C. plicata, C. genistoides are used to make the well-known, popular and widely enjoyed beverage called 'honeybush tea'. In the past, most rhizosphere microbial studies associated with Cyclopia spp. focused mainly on the taxonomy and diversity of the root nodule associated symbiotic nitrogen fixing rhizobia. The work presented here is the first report on the microbial and functional diversity of rhizosphere microbiome associated with Cyclopia intermedia. Metagenomic shotgun sequencing was performed on the rhizosphere soil sample collected from this Cyclopia sp. using illumina Hiseq 2500 platform which resulted in an α- diversity of 312 species. Analysis of the metagenome sequence using the Metagenomic analysis server (MG-RAST) indicated that bacteria constitute the dominant domain followed by Eukaryota, Archaea and other sequences derived from fungi and viruses. Functional diversity of the metagenome based on analysis using the Cluster Orthologous Group (COG) method showed metabolism as the most important function in the community. The raw sequence data is uploaded in FASTQ format on MG-RAST server with ID mgm4855911.3 which can be accessed at http://www.mg-rast.org/linkin.cgi?project=mgp90368. The data on the microbial and functional diversity of the rhizosphere community of Cyclopia intermedia generates a baseline information about the microbial ecology of this indigenous legume. The microbial profile data can also be used as indicators of soil health characteristic of the rhizosphere of this important legume.",plant,,https://pubmed.ncbi.nlm.nih.gov/32984478/
26,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/30587246/,Rhizosphere microorganisms can influence the timing of plant flowering,"Background:
        
      
      Plant phenology has crucial biological, physical, and chemical effects on the biosphere. Phenological drivers have largely been studied, but the role of plant microbiota, particularly rhizosphere microbiota, has not been considered.
    


          Results:
        
      
      We discovered that rhizosphere microbial communities could modulate the timing of flowering of Arabidopsis thaliana. Rhizosphere microorganisms that increased and prolonged N bioavailability by nitrification delayed flowering by converting tryptophan to the phytohormone indole acetic acid (IAA), thus downregulating genes that trigger flowering, and stimulating further plant growth. The addition of IAA to hydroponic cultures confirmed this metabolic network.
    


          Conclusions:
        
      
      We document a novel metabolic network in which soil microbiota influenced plant flowering time, thus shedding light on the key role of soil microbiota on plant functioning. This opens up multiple opportunities for application, from helping to mitigate some of the effects of climate change and environmental stress on plants (e.g. abnormal temperature variation, drought, salinity) to manipulating plant characteristics using microbial inocula to increase crop potential.",plant,,https://pubmed.ncbi.nlm.nih.gov/30587246/
27,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/25733079/,Microbial communities on flower surfaces act as signatures of pollinator visitation,"Microbes are easily dispersed from one place to another, and immigrant microbes might contain information about the environments from which they came. We hypothesized that part of the microbial community on a flower's surface is transferred there from insect body surfaces and that this community can provide information to identify potential pollinator insects of that plant. We collected insect samples from the field, and found that an insect individual harbored an average of 12.2 × 10(5) microbial cells on its surface. A laboratory experiment showed that the microbial community composition on a flower surface changed after contact with an insect, suggesting that microbes are transferred from the insect to the flower. Comparison of the microbial fingerprint approach and direct visual observation under field condition suggested that the microbial community on a flower surface could to some extent indicate the structure of plant-pollinator interactions. In conclusion, species-specific insect microbial communities specific to insect species can be transferred from an insect body to a flower surface, and these microbes can serve as a ""fingerprint"" of the insect species, especially for large-bodied insects. Dispersal of microbes is a ubiquitous phenomenon that has unexpected and novel applications in many fields and disciplines.",plant,,https://pubmed.ncbi.nlm.nih.gov/25733079/
28,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35336212/,Unraveling the Tropaeolum majus L. (Nasturtium) Root-Associated Bacterial Community in Search of Potential Biofertilizers,"Although Tropaeolum majus (nasturtium) is an agriculturally and economically important plant, especially due to the presence of edible flowers and its medicinal properties, its microbiome is quite unexplored. Here, the structure of the total bacterial community associated with the rhizosphere, endosphere and bulk soil of T. majus was determined by 16S rRNA amplicon metagenomic sequencing. A decrease in diversity and richness from bulk soil to the rhizosphere and from the rhizosphere to the endosphere was observed in the alpha diversity analyses. The phylum Proteobacteria was the most dominant in the bacteriome of the three sites evaluated, whereas the genera Pseudomonas and Ralstonia showed a significantly higher relative abundance in the rhizosphere and endosphere communities, respectively. Plant growth-promoting bacteria (236 PGPB) were also isolated from the T. majus endosphere, and 76 strains belonging to 11 different genera, mostly Serratia, Raoultella and Klebsiella, showed positive results for at least four out of six plant growth-promoting tests performed. The selection of PGPB associated with T. majus can result in the development of a biofertilizer with activity against phytopathogens and capable of favoring the development of this important plant.",plant,,https://pubmed.ncbi.nlm.nih.gov/35336212/
29,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/36910183/,"Microbiome diversity, composition and assembly in a California citrus orchard","The citrus root and rhizosphere microbiomes have been relatively well described in the literature, especially in the context of Huanglonbing disease. Yet questions addressing the assembly of root microbial endophytes have remained unanswered. In the above ground tree tissues, leaves and stems have been the research focus point, while flush and flower microbiomes, two important tissues in the vegetative and reproductive cycles of the tree, are not well described. In this study, the fungal and bacterial taxa in five biocompartments (bulk soil, rhizosphere, root endosphere, flower and flush) of citrus trees grown in a single California orchard were profiled using an amplicon-based metagenomic Illumina sequencing approach. Trees with no observable signs of abiotic or biotic stresses were sampled for two consecutive years during the floral development phase. The rhizosphere was the most biodiverse compartment compared to bulk soil, root endosphere, flower and flush microbiomes. In addition, the belowground bacteriome was more diverse than the mycobiome. Microbial richness decreased significantly from the root exosphere to the endosphere and was overall low in the above ground tissues. Root endophytic microbial community composition shared strong similarities to the rhizosphere but also contained few taxa from above ground tissues. Our data indicated compartmentalization of the microbiome with distinct profiles between above and below ground microbial communities. However, several taxa were present across all compartments suggesting the existence of a core citrus microbiota. These findings highlight key microbial taxa that could be engineered as biopesticides and biofertilizers for citriculture.",plant,,https://pubmed.ncbi.nlm.nih.gov/36910183/
30,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/32974094/,Omics approaches in Allium research: Progress and way ahead,"Background:
        
      
      The genus Allium (Family: Amaryllidaceae) is an economically important group of crops cultivated worldwide for their use as a vegetable and spices. Alliums are also well known for their nutraceutical properties. Among alliums, onion, garlic, leek, and chives cultivated worldwide. Despite their substantial economic and medicinal importance, the genome sequence of any of the Allium is not available, probably due to their large genome sizes. Recently evolved omics technologies are highly efficient and robust in elucidating molecular mechanisms of several complex life processes in plants. Omics technologies, such as genomics, transcriptomics, proteomics, metabolomics, metagenomics, etc. have the potential to open new avenues in research and improvement of allium crops where genome sequence information is limited. A significant amount of data has been generated using these technologies for various Allium species; it will help in understanding the key traits in Allium crops such as flowering, bulb development, flavonoid biosynthesis, male sterility and stress tolerance at molecular and metabolite level. This information will ultimately assist us in speeding up the breeding in Allium crops.
    


          Method:
        
      
      In the present review, major omics approaches, and their progress, as well as potential applications in Allium crops, could be discussed in detail.
    


          Results:
        
      
      Here, we have discussed the recent progress made in Allium research using omics technologies such as genomics, transcriptomics, micro RNAs, proteomics, metabolomics, and metagenomics. These omics interventions have been used in alliums for marker discovery, the study of the biotic and abiotic stress response, male sterility, organ development, flavonoid and bulb color, micro RNA discovery, and microbiome associated with Allium crops. Further, we also emphasized the integrated use of these omics platforms for a better understanding of the complex molecular mechanisms to speed up the breeding programs for better cultivars.
    


          Conclusion:
        
      
      All the information and literature provided in the present review throws light on the progress and potential of omics platforms in the research of Allium crops. We also mentioned a few research areas in Allium crops that need to be explored using omics technologies to get more insight. Overall, alliums are an under-studied group of plants, and thus, there is tremendous scope and need for research in Allium species.",plant,,https://pubmed.ncbi.nlm.nih.gov/32974094/
31,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/35082293/,The pollen virome of wild plants and its association with variation in floral traits and land use,"Pollen is a unique vehicle for viral spread. Pollen-associated viruses hitchhike on or within pollen grains and are transported to other plants by pollinators. They are deposited on flowers and have a direct pathway into the plant and next generation via seeds. To discover the diversity of pollen-associated viruses and identify contributing landscape and floral features, we perform a species-level metagenomic survey of pollen from wild, visually asymptomatic plants, located in one of four regions in the United States of America varying in land use. We identify many known and novel pollen-associated viruses, half belonging to the Bromoviridae, Partitiviridae, and Secoviridae viral families, but many families are represented. Across the regions, species harbor more viruses when surrounded by less natural and more human-modified environments than the reverse, but we note that other region-level differences may also covary with this. When examining the novel connection between virus richness and floral traits, we find that species with multiple, bilaterally symmetric flowers and smaller, spikier pollen harbored more viruses than those with opposite traits. The association of viral diversity with floral traits highlights the need to incorporate plant-pollinator interactions as a driver of pollen-associated virus transport into the study of plant-viral interactions.",plant,,https://pubmed.ncbi.nlm.nih.gov/35082293/
32,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/36083885/,Natural diversity of the honey bee (Apis mellifera) gut bacteriome in various climatic and seasonal states,"As pollinators and producers of numerous human-consumed products, honey bees have great ecological, economic and health importance. The composition of their bacteriota, for which the available knowledge is limited, is essential for their body's functioning. Based on our survey, we performed a metagenomic analysis of samples collected by repeated sampling. We used geolocations that represent the climatic types of the study area over two nutritionally extreme periods (March and May) of the collection season. Regarding bacteriome composition, a significant difference was found between the samples from March and May. The samples' bacteriome from March showed a significant composition difference between cooler and warmer regions. However, there were no significant bacteriome composition differences among the climatic classes of samples taken in May. Based on our results, one may conclude that the composition of healthy core bacteriomes in honey bees varies depending on the climatic and seasonal conditions. This is likely due to climatic factors and vegetation states determining the availability and nutrient content of flowering plants. The results of our study prove that in order to gain a thorough understanding of a microbiome's natural diversity, we need to obtain the necessary information from extreme ranges within the host's healthy state.",,,https://pubmed.ncbi.nlm.nih.gov/36083885/
33,plant,flower,https://pubmed.ncbi.nlm.nih.gov/?term=flower+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/33776974/,Inorganic Chemical Fertilizer Application to Wheat Reduces the Abundance of Putative Plant Growth-Promoting Rhizobacteria,"The profound negative effect of inorganic chemical fertilizer application on rhizobacterial diversity has been well documented using 16S rRNA gene amplicon sequencing and predictive metagenomics. We aimed to measure the function and relative abundance of readily culturable putative plant growth-promoting rhizobacterial (PGPR) isolates from wheat root soil samples under contrasting inorganic fertilization regimes. We hypothesized that putative PGPR abundance will be reduced in fertilized relative to unfertilized samples. Triticum aestivum cv. Cadenza seeds were sown in a nutrient depleted agricultural soil in pots treated with and without Osmocote® fertilizer containing nitrogen-phosphorous-potassium (NPK). Rhizosphere and rhizoplane samples were collected at flowering stage (10 weeks) and analyzed by culture-independent (CI) amplicon sequence variant (ASV) analysis of rhizobacterial DNA as well as culture-dependent (CD) techniques. Rhizosphere and rhizoplane derived microbiota culture collections were tested for plant growth-promoting traits using functional bioassays. In general, fertilizer addition decreased the proportion of nutrient-solubilizing bacteria (nitrate, phosphate, potassium, iron, and zinc) isolated from rhizocompartments in wheat whereas salt tolerant bacteria were not affected. A ""PGPR"" database was created from isolate 16S rRNA gene sequences against which total amplified 16S rRNA soil DNA was searched, identifying 1.52% of total community ASVs as culturable PGPR isolates. Bioassays identified a higher proportion of PGPR in non-fertilized samples [rhizosphere (49%) and rhizoplane (91%)] compared to fertilized samples [rhizosphere (21%) and rhizoplane (19%)] which constituted approximately 1.95 and 1.25% in non-fertilized and fertilized total community DNA, respectively. The analyses of 16S rRNA genes and deduced functional profiles provide an in-depth understanding of the responses of bacterial communities to fertilizer; our study suggests that rhizobacteria that potentially benefit plants by mobilizing insoluble nutrients in soil are reduced by chemical fertilizer addition. This knowledge will benefit the development of more targeted biofertilization strategies.",plant,,https://pubmed.ncbi.nlm.nih.gov/33776974/
